Year,Project,PlatformAge (y),Platform,Station,Latitude,Longtitude,SamplingDate,InstallationDate,Depth,IdentificationTechnique,MethodOfCollection,major group,kingdom,xsubkingdom,xinfrakingdom,xsuperphylum,phylum,xsubphylum,xUnaccepted subphylum,xinfraphylum,xUnaccepted Infraphylum,xsuperclass,xUnaccepted Superclass,class,Unaccepted Class,xsubclass,xUnaccepted Subclass,xinfraclass,xsuperorder,xUnaccepted Superorder,order,Unaccepted Order,xsuborder,xinfraorder,xsuperfamily,family,Unaccepted Family,xsubfamily,xsupergenus,xsubgenus,genus,Unaccepted Genus,species name,Unaccepted Species,subspecies name,Unaccepted subSpecies,picture,ThaiName,Density,No_of_species,Diversity_index,pi,ln(pi),pi*ln(pi)
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Fragilariophycanae,no,Thalassionematales,no,-,-,-,Thalassionemataceae,no,-,-,-,Thalassionema,-,Thalassionema frauenfeldii,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Fragilariophycanae,no,Thalassionematales,no,-,-,-,Thalassionemataceae,no,-,-,-,Thalassionema,-,Thalassionema nitzschioides,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Fragilariophycanae,no,Thalassionematales,no,-,-,-,Thalassionemataceae,no,-,-,-,Thalassiothrix,no,Thalassiothrix sp.,no,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Bacillariophycanae,no,Naviculales,no,-,-,-,Naviculaceae,no,-,-,-,Trachyneis,no,Trachyneis sp.,no,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Bacillariophycanae,no,Thalassiophysales,no,-,-,-,Catenulaceae,no,-,-,-,Amphora,-,Amphora sp.,no,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Bacillariophycanae,no,Naviculales,no,-,-,-,Diploneidaceae,no,-,-,-,Diploneis,-,Diploneis sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Bacillariophycanae,no,Lyrellales,no,-,-,-,Lyrellaceae,no,-,-,-,Lyrella,-,Lyrella sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Bacillariophycanae,no,Naviculales,no,-,-,-,Naviculaceae,no,-,-,-,Navicula,-,Navicula sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Bacillariophycanae,no,Naviculales,no,-,-,-,Pleurosigmataceae,no,-,-,-,Pleurosigma,-,Plurosigma sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Bacillariophycanae,no,Naviculales,no,-,-,-,Pleurosigmataceae,no,-,-,-,Gyrosigma,-,Gyrosigma sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Bacillariophycanae,no,Naviculales,no,-,-,-,Naviculaceae,no,-,-,-,Meuniera,-,Meunier sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Bacillariophycanae,no,Bacillariales,no,-,-,-,Bacillariaceae,no,-,-,-,Bacillaria,-,Bacillaria paxillifera,no,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Bacillariophycanae,no,Bacillariales,no,-,-,-,Bacillariaceae,no,-,-,-,Cylindrotheca,no,Cylindrotheca sp.,no,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Fragilariophycidae,no,-,Bacillariophycanae,no,Bacillariales,no,-,-,-,Bacillariaceae,no,-,-,-,Nitschia,no,Nitzchia sp.,no,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Animalia,-,-,-,Platyhelminthes,Rhabditophora,-,-,-,Neodermata,-,Monogenea,-,Monopisthocotylea,-,-,-,-,Capsalidea,-,-,-,-,Capsalidae,-,-,-,-,Pseudonitzschia,-,Pseudonitzchia sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Bacillariophycidae,no,-,Bacillariophycanae,no,Surirellales,no,-,-,-,Surirellaceae,no,-,-,-,Campylodiscus,no,Campylodiscus sp.,no,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Bacillariophycidae,no,-,Bacillariophycanae,no,Surirellales,no,-,-,-,Entomoneidaceae,no,-,-,-,Entomoneis,-,Entomoneis sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Khakista,-,-,-,-,-,Bacillariophyceae,-,Bacillariophycidae,no,-,Bacillariophycanae,no,Surirellales,no,-,-,-,Surirellaceae,no,-,-,-,Surirella,-,Surirella sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Prorocentrales,-,-,-,-,Prorocentraceae,-,-,-,-,Prorocentrum,-,Prorocentrum sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Prorocentrales,-,-,-,-,Prorocentraceae,-,-,-,-,Prorocentrum,-,Prorocentrum  micans,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Dinophysiales,-,-,-,-,Dinophysaceae,-,-,-,-,Dinophysis,-,Dinophysis caudata,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Dinophysiales,-,-,-,-,Dinophysaceae,-,-,-,-,Ornithocercus,-,Ornithocercus sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Dinophysiales,-,-,-,-,Amphisoleniaceae,-,-,-,-,Amphisolenia,-,Amphisolenia bidentata,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Gonyaulacales,-,-,-,-,Ceratiaceae,-,-,-,-,Ceratium,-,Ceratium tripos,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Gonyaulacales,-,-,-,-,Ceratiaceae,-,-,-,-,Ceratium,-,Ceratium fusus,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Gonyaulacales,-,-,-,-,Ceratiaceae,-,-,-,-,Ceratium,-,Ceratium furca,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Gonyaulacales,-,-,-,-,Pyrophacaceae,-,-,-,-,Pyrophacus,-,Pyrophacus sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Gonyaulacales,-,-,-,-,Ostreopsidaceae,-,-,-,-,Alexandrium,-,Alexandrium sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Gonyaulacales,-,-,-,-,Gonyaulacaceae,-,-,-,-,Gonyaulax,-,Gonyaulax sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Peridiniales,-,-,-,-,Oxytoxaceae,-,-,-,-,Corythodinium,-,Corythodinium sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Peridiniales,-,-,-,-,Oxytoxaceae,-,-,-,-,Oxytoxum,-,Oxytoxum sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Peridiniales,-,-,-,-,Podolampadaceae,-,-,-,-,Podolampas,-,Podolampas bipes,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Peridiniales,-,-,-,-,Protoperidiniaceae,-,-,-,-,Protoperdinium,-,Protoperdinium sp.,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Alveolata,-,Myzozoa,Dinozoa,no,Dinoflagellata,no,-,-,Dinophyceae,-,-,-,-,-,-,Peridiniales,-,-,-,-,Protoperidiniaceae,-,-,-,-,Protoperdinium,-,Protoperidinium depressum,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Phaeista,-,Monista,-,Hypogyristia,-,Dictyochophyceae,-,-,-,-,-,-,Dictyochales,-,-,-,-,Dictyochaceae,-,-,-,-,Dictyocha,-,Dictyocha octonaria,-,,,,,,,,,,
,,,,,,,,,,Traditional,Phytoplankton net,Phytoplankton,Chromista,Harosa,Heterokonta,-,Ochrophyta,Phaeista,-,Monista,-,Hypogyristia,-,Dictyochophyceae,-,-,-,-,-,-,Dictyochales,-,-,-,-,Dictyochaceae,-,-,-,-,Dictyocha,-,Dictyocha fibula,-,,,,,,,,,,
